,text,title,url
144,"two of my grandparents were stolen from me thanks to cigarettes. I’m 18 and i followed in their footsteps and became a pack a day smoker over the last couple years. vaping helped me quit almost immediately when several other methods of quitting failed. it astonishes me that vaping would be heavily regulated when it does nothing but help people but cigarettes which do nothing but destroy peoples bodies will continue to be mass produced and sold. vaping is not just a hobby, its a life saver for many people including myself.",life saved,http://vaping.info/news/2014/life-saved
145,"I started smoking at the age of 10 years old and wasn’t without a pack by the age of 12.  25 years later i learned of whats called a personal vaporizer and tried it.   It gave me everything a cigerette did except for the extra 3000+ chemicals that come with analogs.  I now have not touched an analog for over 4 months and have absolutely no intention of going back. My health is better, i don’t smell like an ashtray anymore, and i spend less on my addiction to nicotine.  I would like to say that it is absolutely freeing being off of analog cigarettes and freedom is what america is supposed to be about.",my switch from smoking to vaping,http://vaping.info/news/2014/my-switch-from-smoking-to-vaping
146,"First off, electronic cigarettes ARE NOT tobacco products. So to classify them as such is ridiculous. Not all e-liquid has nicotine. You can choose your nicotine level. And this ridiculous argument about appealing to kids, adults have tastebuds too. We like things that taste good. That is an extremely weak and ridiculous attack. If youre gonna ban/regulate eliquid with flavors, then you mine as well do the same with hundreds of alcohol companies. Vodkas ranging in flavors from fruit, candy, desert, etc…  It’s not marketing to kids, it’s just marketing period! We like things with taste. We all know that the real reason behind all this ridiculousness is that they want us smoking cigarettes, they want us sick, they want us in doctor’s offices and hospital beds, and they want us on meds. Thats it. Thats the real reason. So, because they have nothing, they have to it use the ol ‘marketing to kids’ ploy. It’s all a bunch of ridiculous nonsense. Idk how many times I can say ridiculous in one short story, but it really is………Ugh, anyway I was a tobacco cigarette smoker for 16 + years. I’ve been vaping, and smoke free for over a year now. I feel better, have more energy, dont cough up yellow muckus, sense of smell and taste has significantly increased, my teeth are getting whiter, and I don’t smell like shit. Vaping has not only saved my life, but it’s changed my life. I’m part of an awesome community now, filled with a bunch if awesome people whom I would have never met, had it not been for electronic cigarettes. Were all over social media. Facebook, google+, Instagram, Twitter, youtube, everywhere. Very cool informative people on youtube that take time out of their lives, to help us, other vapers. Vaping for me is a hobby. Vaping is more than a hobby, Im a vaping enthusiast. Vaping is very important to me any thousands of other people and were growing every day. Vaping is a lifestyle, and a big part of my life. Fight for whats ours! Fight for our right to vape! Keep on vaping",Vaping has Changed My Life,http://vaping.info/news/2014/vaping-has-changed-my-life-3
147,"I’m the kind of guy that knows if I do enough work, have an interest or love, carefully think through and research it, any challenge life throws at me lends the possibility of learning to overcome the difficulties while basking in the rewards.  It was that way in my professional life and various achievements and it has been that way being a musician.  I even did the tremendous amount of work to learn to play the bluegrass banjo well enough to play in my own bluegrass band for the last 13 years.  If you think that is easy to do, try it some time.  I have, through hard work and dedication, “won out” as they say.  Everything, every time. Smoking cigarettes since I was thirteen was the only thing I was not able to overcome.  After trying to quit twice in forty-four years, I was beaten each time I tried to rid myself of my almost three pack a day habit.  It was not without incentive that I failed and refused to try again.  It was because I felt so miserable and made everyone around me feel miserable that I reckoned that it wasn’t worth the “sickness” to put myself and others through that again. Then, last December, 2013, I was very ill.  I had trouble focusing, terrible chills, and trouble breathing.  My wife called the ambulance because I was talking out of my head and was unresponsive.  I blacked out and don’t remember the 32 mile trip to the hospital.  When I awoke, I was in a hospital bed with a nurse saying they had taken a three dimensional x-ray of my chest and they would let me know soon how it came out.  I lay there thinking.  “Oh no. A chest x-ray.”  After gathering what thoughts I could about what was going on, it was as if a light switch went off in my head.  “What ever you are in here for, you aren’t going to be smoking any time soon.  This is it.  Cigarettes probably put you here and they are out of your life now.”  I somehow new smoking for me was over.  But oh my what did that mean?  Pain and suffering?  Addiction battles for the rest of my life? It turned out I was extremely lucky.  My chest x-ray was clear and other than having to battle Influenza A and double pneumonia I was going to be fine.  After a fantastic amount of antibiotic drips and lots of rest and care I left a new man.  Although I knew the battle of quitting smoking was just starting.  The hospital started me on the patch system.  Good thing. The first three days were pretty much a snap.  Unbelievably, I had no withdrawal symptoms.  Then the fourth day started.  It was 24 hours of the worst hell anyone can imagine.  I needed something along with the patches to help me.  I remembered seeing a video about e-cigarettes and how they worked.  I was hesitant to purchase one but I thought to myself if it helps me stay off smoking real cigarettes I need to try it.  I did.  Once I realized I could refill the devices with liquid containing nicotine for me, like my patches were did, and slowly cut down on the nicotine strength of the liquid by purchasing liquids with varied amounts of nicotine and even some liquid with no nicotine at all, I knew I would not ever smoke cigarettes with tobacco in them again. It has now been four months and I am still not smoking cigarettes.  I vape.  By inhaling the vapor from these systems (I have tried quite a few different kinds and sizes) I know without a doubt I will make it.  I am a non-smoker and will stay that way.  I have cut my nicotine levels way, way down through the help of the ability to mix tobacco flavored e liquid with varied amounts of nicotine.  Some day I will reach zero nicotine and that will be the end of nicotine in my life.  I know in my heart this will happen. I am concerned that the part of the FDA regulations dealing with e liquid may hinder my ability to stay off tobacco cigarettes.  I need to be able to get the variety of e liquid I am currently able to purchase.  Only for a while.  My goal is zero nicotine in my life.",My thoughts on vaping.,http://vaping.info/news/2014/my-thoughts-on-vaping
148,"I’ve been a half and a pack smoker for around 14 years. Electronic cigarettes have let me quit. I am now able to breathe, smell, and taste things better. I started out with a non-tobacco flavor and have never decided to switch back to that awful taste.",Pack and a half smoker now quit,http://vaping.info/news/2014/pack-and-a-half-smoker-now-quit
149,"I started smoking in 1975, at the tender age of not-quite-14.  Throughout the last 39 years, I tried 4 times to quit smoking, with very little success: in 1984, a cold-turkey attempt lasted 3 months, before I could not stand the suffering another minute and started smoking again; in 1987, I became pregnant with my son, and tried very hard to quit smoking, but succeeded only in cutting down to 3 or 4 cigarettes a day.  In the following years, I tried twice more, using the patch, and neither attempt lasted much more than a week before I could not stand it another minute, and went back to smoking.  I can attest from personal experience that “the patch” simply does not work, because simply replacing the nicotine is merely the smallest fraction of what is required to make a non-smoker out of a smoker. By January of 2014, I had lost all hope of ever quitting cigarettes, despite having watched my father die of lung cancer in 2006, and had no interest whatever in the suffering which I believed was required in order to quit smoking.  However, we were in the middle of the coldest winter in 30 years, and as an outdoors-only smoker, I was sick of freezing to death just to satisfy my habit, so I became interested in electronic cigarettes — e-cigarettes.  None of the drugstore disposables I tried — Fin, Njoy, and Blu — were even slightly tolerable, so I grew angry enough at the weather and my stupid habit and those extremely lame e-cigarettes, and went to Google, to find more information about e-cigarettes; what I discovered was a whole new world. At the ECF, the Electronic Cigarette Forum, I began learning about all the many kinds of hardware, from the small, cigarette-like true “e-cigarette” to the larger and much more powerful personal vaporizer “mod,” as well as all the different vendors of both those devices and the nicotine “juice” which is used in them.  Starting around the 1st of February 2014, using one of the “cig-a-like” devices on a regular basis, my smoking declined from about 15-20 per day to just 2 or 3, and by the end of February the actual cigarettes tasted so extremely, bitterly foul to me, that on February 27 I smoked my last, and on February 28, 2014, I enjoyed my first smoke-free 24 hours in 39 years, savoring my e-cigarette and barely noticing the lack of cigarettes. NO ONE can tell me that e-cigarettes don’t work for quitting smoking, because THEY ABSOLUTELY DO, I don’t care what the American Lung Association, the American Cancer Society, or any other paid flunkies of Big Pharma have to say about it — those “charitable” organizations receive hundreds of thousands of dollars every year from Big Pharma, so naturally Big Pharma’s agenda is their own, despite those organizations’ noble-sounding names and publicly-stated agendas, of wanting everyone to quit smoking — what they really want is for the pharmaceutical-supported gravy-train to continue, so they will naturally say anything that Big Pharma pays them to say.  I publicly defy them to refute that!  Stop taking Big Pharma’s money!  SPEAK THE TRUTH!  E-CIGARETTES SAVE LIVES by ACTUALLY helping people quit smoking!  E-cigarettes do not kill people — as Chantix does!  E-cigarettes are not a useless waste of time, money, hope, and effort — as patches and pills and unsupported behavioral therapy are!  ELECTRONIC CIGARETTES ARE THE BEST WAY TO QUIT SMOKING THAT HAS EVER BEEN INVENTED. Period. I am one who has quit, even without an initial objective of quitting.  E-CIGARETTES WORK, and they do not cost a fortune, unlike every single thing that Big Pharma has ever pushed on the public.  Modern drug-lords do not wear “bling” and hang about on street-corners; they wear suits and ties and hang around on Wall Street, in country clubs, and in exclusive restaurants, between trips to the bank.  To quote Don Henley: “A man with a briefcase can steal more money than any man with a gun.”  But Big Pharma is not just stealing money:  they’re stealing LIVES, with their evil, mercenary stance that “e-cigarettes are dangerous and don’t work.”  E-cigarettes are NOT dangerous, they’re not nearly as expensive as EVERYTHING from Big Pharma, and they DO work.  I smoked for 39 years before I found e-cigarettes, and I am living proof.",E-Cigarettes DO Work!,http://vaping.info/news/2014/e-cigarettes-do-work
150,"I started vaping and everything changed for me. I want to live as long as my healthy wife to watch our kids grow up and watch their kids grow up. I’m a 33 year old male that smoked 1 and 1/2 packs of camels a day. I have now gone to vaping for a little over 1 year now and feel so much better about myself. I breath better, smell better, taste better, no coughing in the morning from shortness of breath, and I don’t stink is also a plus. Now that i’m feeling better about myself and my self esteem has gone up and started being more active and eating right and I’ve lost 20 pounds now.
 They say for something to change in your life you have to change something in your everyday rotation. Quitting smoking is the hardest thing to do in the world and electronic cigarettes has let me beat that nasty habit. I feel now I will live longer and be their for my wife and kids. My father died of lung issues when I was 20. He working in the coal mines and potash mines and as well smoked for years and years. You would have thought that I would have quit along time ago but I did with no prevail. They say nicotine is bad and that as well im trying to quit. I’ve gone from 18mg to now 6mg per ml and soon be at 0mg. Thanks to ecigs I WILL BEAT THIS THING, I WILL PREVAIL.",Life changing change.,http://vaping.info/news/2014/life-changing-change
151,"My experience is more rare than most. My interest lies with my career and job creation, more than vaping itself. I graduated from college in 2010. I started vaping in December 2009. After graduating, I moved from New York to North Carolina to pursue a career. I was unemployed for almost 6 months, searching 10 hours per day, 7 days a week for jobs. Not jobs in my field; any job. I was living off of a rapidly depleting graduation gift from my family, which was about $6000. I finally landed a job at a local supermarket. I was a college graduate making $9 an hour at 32 hours per week. For almost 2 years, I was living on tap water and ramen noodles, and living in a cheap apartment in a rough part of town. During this period, I was unable to quit smoking. The only vaping products I had access to were cig-a-likes, which were not enough for me. Eventually I saved enough money for an eGo-style setup, which still was not enough to help me quit. It wasn’t until I bought my first high-voltage mod that I achieved the vaping experience I needed, and I’ve been 100% smoke-free for almost 3 years. Keep in mind, I wasn’t trying to quit. I enjoyed smoking. I knew it was bad for me and I didn’t care. But, because of the endless variety of flavors and devices, vaping turned into more of a hobby for me. It became the insatiable quest for more vapor. After being depressed for nearly 2 years due to my college degree that didn’t mean anything to employers and my low pay and impoverished lifestyle, a job became available at my local vape shop. I was interviewed and hired on the spot, and it was one of the happiest days of my life. I was able to go into work and give my manager my 2 week’s notice. I started working at the vape shop shortly after, and after only 3 months, I was the manager of one of their retail stores. About 5 months after that, I was again promoted, this time to the offices/warehouse as Product Development Manager, where I work presently. I’m in charge of researching new products and keeping my company on the cutting-edge of this rapidly evolving market. And that brings us to today. I’m worried. With these new FDA regulations, I’m uncertain if I’ll have a job tomorrow. This regulation is going to stop innovation in its tracks and make my job obsolete. I have enough money to pay the bills, but not enough to save. If either my girlfriend or I lose our jobs, we will be forced to break the lease on our apartment, sell one of our cars and live out of a cardboard box. I’m trying to create a future for myself and my girlfriend. We want to get married, have children and live the good old American Dream. Unfortunately, our own government is turning that dream into a nightmare. The proposed legislation and lengthy, expensive fees will put my company, and every other company, out of business. We have over 5000 products. How can we be expected to submit applications, at about $10 Million apiece, for each and every one of these products? Nobody can afford that….except for Big Tobacco. They have 2 flavors, 3 nicotine strengths. That’s a total of 6 applications they will be required to submit, and the cost won’t even make a dent for them. People talk about our $2 Billion industry like it’s just one company. It’s not. It’s hundreds of small and medium-sized businesses that employ average people that just want to make an honest living. I have worked extremely hard to get where I am today. I’m not a fat-cat. I make $35,000 per year. I just want enough money to have a decent house and raise a family. Every day, the outlook gets bleaker. I can’t see any point in the foreseeable future where I will have enough money to make my dream a reality. I don’t have any other marketable skills. I know vaping and I love vaping. It’s not as if I can switch to a different industry, because vaping is so unique. If the proposed ruling gets passed, it will destroy my future. And my life, because I will go back to smoking. Vaping has allowed me, and many family members and friends, to quit smoking. It has provided me with a career, rather than just a job to pay the bills. It offers me a chance to have a wife and family. I honestly have no idea where else I could get a job with my skills. The only option that would work is to go back to the supermarket, and that is not an option. I would rather work at McDonald’s. So there you have it. Vaping has changed my life. It has gotten me to quit smoking without even trying. It gave me a job, then a career path, and the hope of one day living the American Dream. And now, the American government is coming to take the American Dream away from me. Just as a side note, I earned a Bachelor’s Degree in Computer Art in 2010. I searched high and low for almost 3 years to find a job related to my field. I don’t have enough work experience. I am un-hireable. In this day and age, finding a job is about 2 things: work experience and who you know. I don’t know anyone that can get me a job, and as I said, I have no work experience. I don’t have money saved up to where I can work a non-paid internship. I need to get paid. My particular situation may be unique, but I want to give you a real person’s concerns about FDA regulation. There are millions of people that found a place in the world because of the vaping industry. Small businesses are popping up all over the place. All these people will soon find themselves with nowhere to turn. Others may have former colleagues that can help find them jobs, or may have had a career in another field before determining that vaping was a better option, career-wise. For me, that is not the case at all. You are hearing from someone that could not find a job fresh out of college in any field other than retail. I was no better than a high-school dropout, except I had student loans to pay. This proposed rule will ruin many small businesses and careers, and in my case, it will even destroy lives and livelihood. I hope this does not fall on deaf ears, because I honestly feel helpless. I feel like nothing I say will make a difference and that my own fate is completely out of my hands. How can anyone possibly feel this way in the so-called “Land of the Free”?",My Vaping Experience,http://vaping.info/news/2014/my-vaping-experience-3
152,"I smoked for 14 years. I tried so many different ways to quit over the past 5 years. Nothing worked, until I picked up my first eGo style kit. Im far more advanced into mechanical mods now, but I am also down to almost no nicotine and I don’t miss real cigarettes even a little",Vaping saved my life,http://vaping.info/news/2014/vaping-saved-my-life-3
153,"I grew up in house where both my parents smoked. I hated it, my clothes always smelled, and it was embarrassing to have friends over. When I was little I vowed I’d never smoke, but I ended up being a smoker despite that vow. I began smoking in the 8th grade, I started smoking heavily at age 16. I’ve quit more times than I can remember, but I always went back. I started vaping in November 5th 2013. I have been cigarette free since November 12th 2013. Vaping has saved my life, and had allowed me to spend more time with my family. My husband is thrilled that I have finally quit cigarettes, and I no longer need to worry about the smell on my hands and clothes. I no longer have to worry about when I’ll get my next cigarette. I have converted my parents to vaping, and it has greatly improved their lives as well.",Vaping has saved my life,http://vaping.info/news/2014/vaping-has-saved-my-life
154,"I started smoking Newports at 15 years old. It was the cool thing to do. I never bought a pack then, just had one socially here and there. That turned into buying packs and before I know it, I smoked a pack a day. That was in 1995. Fast forward to Oct of 2013. I had had enough enough of cigarettes but had no idea how to stop. I tried all the things my home state (NYS) had to offer. The patch, the gum, hypnosis, you name it I tried it. I tried an ecig and I wasn’t really sold on the taste at first but it kept the cravings at bay. It is now April 2014 and I haven’t had a cigarette since that day in Oct and I have no desire to go back. The ecig has not only helped me kill my 20 year expensive cigarette habit but I take in considerably less nicotine than before. I started ecigs using ejuice that was 24mg nicotine per ml. I am now using juice that is only 6mg/ml. That is a considerable drop and I play to kill the nic altogether. To say that vaping has changed my life would be an understatement.",The Switch,http://vaping.info/news/2014/the-switch
155,"I’m 35 years old and have been smoking since I was 14. When I got into the medical field I began smoking 1 to 2 packs a day. I suffered from high blood pressure, asthma, high pulse, and migraine headaches! I use to hide a few cigerettes in my car to make sure I could smoke to work and on the way home.I bought my first vape pen and have been smoke free for the past 9 months. I no longer suffer from headaches and can actually exercise without carrying around my inhaler. Vaping has completely changed my life! I also quit for the sake of my children.",my testimony,http://vaping.info/news/2014/my-testimony-10
156,Vaping has been a great experience. The benefits compared to smoking are substantial and numerous. I can’t imagine switching back to smoking.,Great alternative to traditional smoking,http://vaping.info/news/2014/great-alternative-to-traditional-smoking
157,"I started smoking at 18. Although I tried to quit on multiple occasions, by the time I was 30 I was up to 2 packs a day. I started vaping on April 2, 2011. That was the same day I put down cigarettes for good. E-cigarettes have saved my life & my health. Both my doctor and dentist are extremely pleased with the improvements to my health & hygiene.",My testimony,http://vaping.info/news/2014/my-testimony-9
158,"I started smoking when I was 13 years old. I started at first on menthol cigarettes and the smoked marlboros for the 7 years. I first heard about e-cigarettes (a name I hate) about 7 months ago. I first tried the cigarette look a likes (which are the only true ecig, IMHO) and tried it, I didnt much care for it but thought to give it my best effort. I eventually found out about the other more advanced types called PV (personal vaporizers) and the different flavors I could use. I finally started gaining ground and getting away from tobacco and now I have been smoke free for 5 months plus and have been decreasing the nicotine levels as well. Now I know that some people see the bigger “ecigs” and think that they are ridiculous but in reality its no different than someone with a big cell phone, bigger than it needs to be yes, but you get better options and results. It makes me sad to see that people are trying to get in the way of something that while it may not be 100% risk free is still multitudes better than traditional cigarettes. I think most people forget personal vaporizers and ecigs are meant to be an alternative to smoking. What blows my mind is that the tobacco industry has been killing millions and instead of taking it off the shelf, people have decided to attack something that while not proven to bee 100% safe has been proven to be safer by leaps and bounds compared to cigarettes. My father is 58 years old and recently had the same experience as I have. He tried Chantix and other drugs, which caused him to be very depressed and we were very worried about him. Yet those are under almost no scrutiny. He tried ecigs and his doctors say his lung function has improved his blood pressure is better and in general he is healthier. So trust me when I say that vaping saved me and dads life, because cigarettes WILL kill you not if. Please help keep vaping alive and saving lives",Vaping saved me and my dads life.,http://vaping.info/news/2014/vaping-saved-me-and-my-dads-life
159,Vaping has allowed me to stop taking in the toxin from cigerettes. I haven’t felt this good in over a decade. There is absolutely no way it was a mistake,My testimony,http://vaping.info/news/2014/my-testimony-8
160,"i started when i was in high school, i never really thought much of it until i started to figure out that it was an addiction than just a fun thing to do with friends. ive tried to cut back and limit my cigarettes a day but i always ended up giving up. id say that “this will be the last pack” but i could never do it. then i found out about vaping. im the type of person that looks into everything before i use it and know the risks involved and everything outweighed the risks of dying by smoking. i was able to easily stop smoking within a couple of days and ive never felt better. i can breathe again, food tastes good, i drink a ton of water when i used to never since you need to stay hydrated while vaping, i dont smell, i dont have to go outside every half an hour. even with vaping, i can go without it for a lot longer than i used to be able to with smoking, i used to lay in bed about to go to sleep then i got that feeling that i needed a cig and went outside and was wide awake again, and it would just keep happening…with vaping i can easily not vape for hours before i have to go to bed since im not addicted to all the other alkaloids within tobacco. i have been able to cut back on my nicotine intake since vaping lets you be really specific on how much nicotine you want in your juice, eventually ill be able to cut it to 0 and just do this as a fun hobby. i have an addictive personality and the whole community and hobby behind vaping is something that keeps my mind off cigs. why would someone want to take that away from me or anyone else that wants to quit? shouldnt people be HAPPY that theres millions of people getting off tobacco? this should be celebrated, not banned and regulated",the only thing that works,http://vaping.info/news/2014/the-only-thing-that-works
161,"Just wanted to say that by regulating devices and allowing flavors, it should be apparent to everyone that this is a result of big tobacco lobbying efforts. It allows them to buy out manufacturers while still keeping what’s unique and marketable once they have control.",Smoke free for 5 months,http://vaping.info/news/2014/smoke-free-for-5-months
162,"50 years of smoking 2 packs a day…  multiple “cut back” attempts with nicotine gum and patch were unsuccessful. I never intended to totally quit smoking.  Intended to continue smoking all my life, but just cut back somewhat.   Then I did research on “e-cigarettes”, mainly through reading the E-cigarette Forum online.  I skipped trying “cig-alikes” and went straight to using the bigger battery devices with cartomizers and tanks.   Immediately I was able to actually stop smoking conventional cigarettes.  No cravings whatsoever for a regular cigarette.   I credit the flavors of the e-liquids, the continuance of my hand-to-mouth habit, and the appearance of the harmless vapor I exhaled with my success in stopping smoking entirely, even though that was not my goal.   Imagine that! Substituting vaping for smoking has improved my life in that I no longer have a smoker’s cough and no longer reek of tobacco.  My home and car are cleaner too, with no more scattered ashes, smell of stale ashtrays, or accumulation of cigarette smoke residues on walls and surfaces. I expected to simply “cut back” on my smoking, but the better taste of the sweet tasting flavored e-liquids I find I prefer made it a piece of cake (no pun intended!) for me to switch completely to using e-cigarettes instead. Despite the hyped up scare stories in the media about nicotine, I thoroughly researched “nicotine” and found that the benefits (when NOT accompanied by burning tobacco) are many.  Better ability to concentrate, better memory, possible delay of Alzheimer’s, just for a few.   I also found out the proportions of nicotine in the e-liquids I buy are not hazardous to me if spilled on my skin.    In sum, vaping is far healthier for me, cleaner, and more pleasant in every respect than smoking ever was.  Regardless of how late in life I made the switch, vaping has definitely improved my life.",My Testimony,http://vaping.info/news/2014/my-testimony-7
163,"I started smoking Djarims clove cigarettes when I was 14 years old. Later in my teens I moved to Marlboro reds. Fast forward 17 plus years and I had a virtually unbroken habit of smoking 2 packs of cigarettes a day.  I started to question my habit in my mid twenties. I saw the tobacco stains on my fingers. The smell always lingered no matter how much I washed my hands. My gingivitis had receded my gums a bit and my teeth were yellowing. My sense of taste and smell were severely limited. My clothing smelt of burnt tobacco and ash. I was very self conscious of how I smelled around others. I hated the tobacco flakes in my pockets and in my home. And the ash was always present. Always. In my hair, my carpet, in my car, and my clothing.  The stigma was pretty debilitating as well. I was a social out caste. My family always made rude remarks. In public people shamed me with rude and persistent comments and passive aggressive coughing. Smoking was typecast as something lazy or dirty people do. Employers where always suspicious of myself and fellow smokers as we went on our smoke breaks. We where to engage our smoking habit in the open without any shelter or roof and almost never any ashtray. Marching at a quick step to get to an approved smoking area took up most of the break time leaving only a couple of precious minutes to suck down a cigarette and run back to work.  I heard of vaping. I had tried horribly marketed and produced products like Blue or Vue. They tasted horrible. The vapor production was nonexistent. The cartridges where just as expensive if not more expensive than cigarettes. And somehow every single time I tried their products I got headaches. I gave up on vaping. It was a fad or a niche. I have tried gum and lozenges to help quite or reduce. They tasted horrible. And the nicotine going into my stomach caused acid reflux. I tried patches. As a man who works physical labor the patches always fell off within 10 minutes of working. I even tried using bands and gauze to hold the patches in place. It never worked. And for all  these smoking cessation aids they caused nightmares.  I heard of vaping yet again. This time through a website known as Reddit.com in the e_cigarette forums. I tried a different approach after asking questions. I located a local brick and mortar shop and purchased a 1800 mah Ego Twist battery and a clearomizer tank. After sampling e-juices I settled on vanilla 50/50 PG VG blend with 18 mg nicotine. I was simply amazed. How was it a billion dollar company like RJ Reynolds could not make a product work but a company like Kangertech could? The difference was literally night and day. I found good quality equipment with a great quality e-juice. After quitting smoking cigarettes cold turkey I am happy to say I have not had a single cigarette in 2 months. Where big pharmaceutical and tobacco companies had failed me, these Asian designed/derived products excelled. The difference vaping has made for me is massive. I no longer am out casted to run outside for a vape. I can kiss my fiance without fear of ashtray breath. I can smell. I can taste. And, most importantly, I can breath! I don’t litter cigarette butts on the ground anymore. Ash is no longer covering myself and my personal effects. The annoying tobacco flakes are no longer haunting my pockets or my dyers lint trap. And the general public does not castrate me socially because I have a nicotine habit in public. My bosses and my family don’t make rude comments. In fact I’ve received quite a bit of encouragement! When I interact with people they no longer recoil in disgust from my cigarette smell.  I have read countless times peoples anecdotal evidence and I have to say I completely agree. After reviewing a basic summary of the new FDA language I am highly disappointed. While at first glance it seems like a positive move for a Federal agency to regulate basic safety guidelines for consumer protection there is more language that is far more ominous. This statement and document released is really nothing more than an effort to rally a very large consumer base back over to companies such as RJ Reynolds. This has nothing to do with consumer protection and everything to do with marketing and money. The very agency tasked with providing us safe regulations for us consumers is the same agency swashed with contribution monies and lobbying by pharmaceutical and tobacco companies. it can be seen in histories past established companies discrediting new technologies. Reference Edison and Tesla in the AC versus DC electrical distribution public relations wars. Or automobile versus diesel companies. Or even now as we speak the established energy generation companies versus renewable/solar companies.  This is not about public safety, its about a public relations war to sway by proxy or regulatory force a large consumer base back into a large market. This is simply about the FDA being as of yet discovered buy out to force people back into a virtual monopoly or oligopoly.   I support the vaping community. I will continue to do so. Please keep in contact and encourage open discussion and ACTION for our community.",Vaping changed my life,http://vaping.info/news/2014/vaping-changed-my-life-2
164,"I started smoking when i was 13. I am 42 now and have been smoke free for 6 years 4 months
912/31/2007). I feel better, Breath better. My wish is that of every smoker has a chance to feel the freedom from tabacco as I have, to feel the freedom from illness caused from tabacco, to feel the freedom of choice and not accept options that can harm you. Every vaper out there today is a case study, we are the biggest case study the world has known. oh and by the way I started at 36mg  and now at 6mg",6+ years smoke free,http://vaping.info/news/2014/6-years-smoke-free
165,"I’m 57 years old and smoked cigarettes for 38 years. I was able to give up smoking cigarettes by using an e-cig. I tried patches gum, natural products for cessation, hyptmotism, and cold turkey. None of these methods worked for me until I tried the e-cig. In 6 weeks of use I smoked my last cigarette, that was 4 years ago and haven’t had 1 cigarette.
I breathe better than I can remember, I feel healthier overall, and the fact that there isn’t any stink in my house or car is a welcomed change from my family. They helped me do what no other product was able to do and I’m forever grateful for their existence!
Please listen with your open mind and heart to all who give testimony here, it works to well for you to consider anything that will harm the future users the ability to purchase. Sales to minors should be prohibited, quality of devices and juices should be checked for safety and purity, but don’t ban or take away our choice of any flavors, that’s part of what works!",38 year ex smoker,http://vaping.info/news/2014/38-year-ex-smoker
166,"I have been vaping for write a while now and I must say my health has greatly improved since I quit. I can breathe better, I have more energy, and my stamina has increased greatly.  My experiences with vaping have actually brought many of my co-workers, family, and friends away from traditional cigarettes and many have quit smokingsince then.",my vaping experience,http://vaping.info/news/2014/my-vaping-experience-2
167,I smoked for over 20 years at 2 packs a day. I quit the day I tasted ejuice in a Vaporizer. I tried the ecigs but they were not good enough. My husband also quit smoking by vaping. I just got my Mother switched from smoking for over 50 years. I can climb stairs without losing my breath and I feel better than ever. I hear so many others who feel better yet nobody wants to admit in the media or the FDA that ecigs/vaping is safer. Facts are facts.,Vaping Saves Lives,http://vaping.info/news/2014/vaping-saves-lives-2
168,"After smoking for 20 years, I decided it was time to quit.  None of the products on the market worked, patches, gum, meds.  Decided to try vaping.  Haven’t touched a cigarette since I started 8 months ago.  I can breath, I’m not hacking and coughing.  I have more energy.  I am proof.",20 year smoker quit,http://vaping.info/news/2014/20-year-smoker-quit
169,"Harassment or Public Health?  Please understand that vaping is an amazing utilization of Harm Control.  It appears the FDA would prefer an imposition of Abstinence, as opposed to Harm Control, by creating an application process so laborious that most small business will be force to close up shop.  The FDA has presented no evidence that vaping is more harmful than cigarettes.  Evidence does exists, however, that vaping is much safer and lacks carcinogens.  I am confused as to whether the FDA is motivated by a belief in Abstinance or something far more sinister, like being controlled by the Tabacco industry, the only true area negatively impacted by the advancement of this safer alternative.  Just some thoughts by me, 2 years smoke-free.  Thanks for your time and attention.",My Testimony,http://vaping.info/news/2014/my-testimony-6
170,"I started smoking when I was right around 15 years old, 40 years later I was still smoking, nothing but nothing would help me quit. I tryed every single of the NRTs on the market, going back to smoking each time, I tryed cold turkey a few times over the years but went back to smoking, the drugs for quiting were out of the question, they are way to dangerous.  I worked in a pharmacy and was certified in smoking cessation counseling. Even with that knowledge it didnt help me.  I had pretty well resigned my self to the fact I would die smoking.  Before I made the switch I was smoking full flavor reds 100s at least 1 1/2 packs a day.    I found my first e-cigarette almost 16 months ago ( 5 days short of 16 months) . The day I started using the e-cig was the the last day I smoked a cigarette.  I had 2nd stage symptoms of COPD, and I probably would have died from smoking if I hadnt started the e-cigarette.  Im 56 years old, I used candy, gum, and fruit flavored e-liquid. It makes me sick just the smell of tobacco now, I would not want to have to taste it.  I no longer have any symptoms of COPD 16 months later.  I dont get short of breath going up stairs anymore. I dont get short of breath walking to the mail box.  I can garden again with out getting overly tired and out of breath.  I dont get the choking mucus like I used to. I dont cough all the time now, a cough is very rare for me to have now.  I havent had a real cold or URI since I made the switch. I would get very sick every winter for a long period of time when I smoked.  Vaping has changed my life for the good.  I never was able to say that about any other product ive used in the past to quit smoking.  This is the longest time in 40 years ive gone with out a cigarette.  I have no cravings anymore at all for “the cigarette” or even for nicotine.  Thats right I get no cravings for nicotine, I only get short tempered and nervious when I havent had any in a while, which are normal withdraw effects, but in that I do not think of getting or lighting up a cigarette at all.  Ecigs are an amazing brake threw. They have saved my life.",No more cigarettes for me,http://vaping.info/news/2014/no-more-cigarettes-for-me
